Timestamp,03.15.2024:15:44:11
Scans in Average,1
Termination,10000
V_RMS(V),0.0006396748179736138
V_DC (V),0.00015566990580465992
RMS_Noise %,12.95473773898354
Frequency (Hz),Mag^2 (V^2 / Hz),PSD (dBV^2 / Hz),RIN (dBc / Hz),Integrated Volts RMS,Integrated RIN (%RMS)
441.0743713378906,1.753429993793058e-15,-147.56111568770956,-83.68030077208219,1.0825405599717567e-06,0.16923294923521767
447.0348358154297,4.1815108412871876e-16,-153.78666772894474,-89.90585281331735,1.0855256237977476e-06,0.1696996025631456
452.99530029296875,3.454843332898842e-15,-144.61571641835428,-80.73490150272691,1.0908291812853602e-06,0.1705287046848163
458.9557647705078,8.108412430374301e-16,-150.91064169243913,-87.02982677681176,1.0966407950816513e-06,0.17143723095988547
464.9162292480469,5.918560930240346e-16,-152.2778387706593,-88.39702385503193,1.0985451275480143e-06,0.1717349341698376
470.87669372558594,1.572731018010624e-15,-148.03345547804372,-84.15264056241634,1.1014773577116386e-06,0.1721933280414165
476.837158203125,4.4122672685868266e-15,-143.55338188490038,-79.67256696927299,1.109544525647399e-06,0.17345446381057428
482.79762268066406,5.79234589774084e-15,-142.37145511556295,-78.4906401999356,1.1231656919335515e-06,0.17558385297885545
488.7580871582031,7.166230110063528e-15,-141.44709250603856,-77.5662775904112,1.1402283707764763e-06,0.1782512518452008
494.7185516357422,9.049235814018175e-15,-140.43388094360319,-76.5530660279758,1.1612263310126904e-06,0.18153385101062242
500.67901611328125,5.584254646843571e-15,-142.53034785729196,-78.6495329416646,1.1798549876465246e-06,0.18444605829319874
506.6394805908203,4.836543610053923e-16,-153.15464891934803,-89.27383400372065,1.1874938188982258e-06,0.18564023243247466
512.5999450683594,3.688012763329122e-15,-144.33207584626592,-80.45126093063855,1.1927171109591952e-06,0.18645678670570928
518.5604095458984,6.720340195442987e-16,-151.72608741639027,-87.84527250076289,1.1981519347560692e-06,0.18730640961475087
524.5208740234375,1.2673024230025476e-15,-148.97119734786085,-85.0903824322335,1.200561423562997e-06,0.1876830836277378
530.4813385009766,2.1885644703919146e-15,-146.598406554831,-82.71759163920365,1.2048431506533126e-06,0.18835244358532988
536.4418029785156,2.1501322559439964e-15,-146.67534825544806,-82.79453333982069,1.2101972324932292e-06,0.18918944415022276
542.4022674560547,5.348548389368564e-16,-152.7176407069449,-88.83682579131755,1.2134987542783533e-06,0.18970556917067968
548.3627319335938,6.236265429985603e-17,-162.05075408504868,-98.1699391694213,1.2142318861988497e-06,0.1898201792662934
554.3231964111328,2.8536524254718644e-17,-165.4459892501677,-101.56517433454036,1.2143434333517112e-06,0.18983761736917432
560.2836608886719,8.260565209639026e-16,-150.82990236090103,-86.94908744527366,1.2153916487572272e-06,0.19000148428656155
566.2441253662109,6.545040302322984e-16,-151.84087674854618,-87.9600618329188,1.2172055184540269e-06,0.1902850455032663
572.20458984375,5.658764621330193e-15,-142.4727837034872,-78.59196878785986,1.2249099072676063e-06,0.1914894682188557
578.1650543212891,1.8226954049775185e-15,-147.392859012792,-83.51204409716465,1.2339776210636088e-06,0.19290701875253588
584.1255187988281,1.0976015355860607e-16,-159.59555294042494,-95.71473802479755,1.23630899682941e-06,0.1932714813982887
590.0859832763672,2.8566788046191504e-16,-155.44138587486808,-91.5605709592407,1.2367855121307185e-06,0.19334597476396753
596.0464477539062,4.044858314955491e-16,-153.93096686440012,-90.05015194877275,1.2376167505971004e-06,0.193475921800028
602.0069122314453,5.450019102681836e-16,-152.63601975489453,-88.75520483926718,1.2387594259325926e-06,0.19365455558447367
607.9673767089844,1.0850171368777713e-15,-149.6456340246736,-85.76481910904621,1.240718642823972e-06,0.19396083884533202
613.9278411865234,4.600826741807395e-16,-153.37164121113332,-89.49082629550594,1.2425729382696183e-06,0.19425071979633152
619.8883056640625,3.2641959061644836e-16,-154.86223784227914,-90.98142292665176,1.243515768426523e-06,0.19439811189782014
625.8487701416016,1.1248077195583999e-15,-149.48921711749827,-85.6084022018709,1.2452535728681818e-06,0.1946697818765077
631.8092346191406,1.7709341667189922e-15,-147.5179758311376,-83.6371609155102,1.2487139160214446e-06,0.19521073535099723
637.7696990966797,1.7148011011158816e-15,-147.65786246290168,-83.77704754727431,1.2528666108914504e-06,0.19585992377507194
643.7301635742188,1.1647970647269782e-15,-149.33749732445943,-85.45668240883205,1.2562868366639743e-06,0.19639460572227738
649.6906280517578,9.07840368806016e-16,-150.4199050945405,-86.53909017891314,1.258742847794525e-06,0.19677855254362187
655.6510925292969,1.532110616153659e-15,-148.14709878142781,-84.26628386580042,1.2616279869518848e-06,0.19722958470500962
661.6115570068359,3.0407041625342878e-15,-145.17025831361553,-81.28944339798815,1.2670174535047387e-06,0.19807211694192442
667.572021484375,5.771832244742351e-15,-142.38686299934994,-78.50604808372259,1.2773396700141778e-06,0.1996857831703588
673.5324859619141,6.040913831384387e-15,-142.18897359076223,-78.30815867513486,1.291046613905323e-06,0.20182858190277825
679.4929504394531,1.265923496400016e-15,-148.97592539259617,-85.09511047696878,1.2994527430592108e-06,0.20314270728612804
685.4534149169922,1.8046519774846577e-15,-147.43606538263003,-83.55525046700265,1.3029690938249278e-06,0.20369241639877628
691.4138793945312,3.697227460482585e-15,-144.32123829980407,-80.4404233841767,1.309246095253985e-06,0.20467369645743827
697.3743438720703,3.971217286865188e-15,-144.0107634967627,-80.12994858113535,1.3179450232066113e-06,0.20603359491024636
703.3348083496094,1.2829144679926684e-15,-148.91802297106793,-85.03720805544056,1.3238722057047825e-06,0.20696018797466423
709.2952728271484,5.89716781481305e-15,-142.29356513393927,-78.41275021831188,1.3319294011823153e-06,0.20821976475510662
715.2557373046875,3.138639309933448e-15,-145.03258590227335,-81.15177098664597,1.3420002732601637e-06,0.20979413845169065
721.2162017822266,1.3639571723918684e-15,-148.65199266106148,-84.7711777454341,1.3469905406591208e-06,0.21057426411222008
727.1766662597656,1.1886769849904037e-15,-149.24936145965904,-85.36854654403166,1.3498114532166205e-06,0.21101525576582872
733.1371307373047,1.1550379023598604e-15,-149.3740376424313,-85.49322272680392,1.3523963080031424e-06,0.2114193446425349
739.0975952148438,5.782453627034556e-15,-142.3788784141143,-78.49806349848693,1.3600187902424813e-06,0.2126109629500189
745.0580596923828,7.0277034562119905e-15,-141.53186572453907,-77.6510508089117,1.373982661075392e-06,0.2147939269249251
751.0185241699219,4.1801952950966856e-15,-143.78803427889667,-79.90721936326929,1.3860845912581708e-06,0.21668581477836849
756.9789886474609,2.934955697734646e-15,-145.32398449910264,-81.44316958347528,1.3937127740305316e-06,0.21787832424693337
762.939453125,4.110004283575108e-15,-143.8615772548839,-79.98076233925656,1.4012247904433537e-06,0.21905267349466817
768.8999176025391,3.7761769059822355e-15,-144.22947668110137,-80.34866176547399,1.4095863097997643e-06,0.22035982505378354
774.8603820800781,2.926797530259743e-15,-145.33607320112276,-81.45525828549536,1.4166545045583462e-06,0.22146479191506677
780.8208465576172,1.5801035146978394e-15,-148.0131446090034,-84.13232969337602,1.4213872087072473e-06,0.2222046528593968
786.7813110351562,1.039306596339884e-15,-149.83256316296035,-85.95174824733297,1.4241306286770374e-06,0.22263353014090065
792.7417755126953,1.3211174139845147e-15,-148.79058582855157,-84.90977091292422,1.4265982823727175e-06,0.22301929703782142
798.7022399902344,7.313567588577523e-16,-151.35870720706507,-87.47789229143768,1.4287405324158528e-06,0.22335419376705665
804.6627044677734,1.0074649026137195e-15,-149.96770074583077,-86.08688583020337,1.430552900574083e-06,0.22363752024909195
810.6231689453125,1.0244441265664742e-15,-149.89511723144267,-86.0143023158153,1.432667847805601e-06,0.22396814874533597
816.5836334228516,9.965082388892673e-16,-150.01519106306841,-86.13437614744103,1.4347682982030518e-06,0.22429651095976622
822.5440979003906,4.285835757400491e-15,-143.67964476089662,-79.79882984526925,1.4402439659316383e-06,0.2251525189773919
828.5045623779297,1.319670085801287e-15,-148.79534627751968,-84.9145313618923,1.4460319466149479e-06,0.22605735070136768
834.4650268554688,7.493795806112757e-16,-151.25298144907373,-87.37216653344638,1.448162504400136e-06,0.22639041958657677
840.4254913330078,9.112958802385643e-16,-150.40340593068657,-86.52259101505919,1.4498702830588093e-06,0.22665739565170986
846.3859558105469,3.722797773756762e-17,-164.29130554468387,-100.41049062905651,1.4508448087503412e-06,0.22680974269807622
852.3464202880859,1.3101662451238857e-15,-148.82673593841093,-84.94592102278355,1.4522280147342971e-06,0.22702597850181436
858.306884765625,3.06723914415367e-16,-155.1325236195771,-91.25170870394975,1.453886142364362e-06,0.2272851926499213
864.2673492431641,1.5839470772031443e-15,-148.00259333139587,-84.12177841576849,1.4558226380989045e-06,0.22758792392527102
870.2278137207031,7.651918565443338e-16,-151.16229660543172,-87.28148168980434,1.458225131173152e-06,0.2279635042993521
876.1882781982422,6.384663227739414e-16,-151.9486200555667,-88.0678051399393,1.4596587822306875e-06,0.22818762615271454
882.1487426757812,1.6263546361490929e-15,-147.88784747961316,-84.00703256398579,1.46196903283893e-06,0.22854878631461698
888.1092071533203,9.295024483435554e-15,-140.31749461942974,-76.43667970380238,1.4730586203963531e-06,0.23028241522196602
894.0696716308594,6.774137849182201e-15,-141.69145969998735,-77.81064478435998,1.489225145757919e-06,0.23280971892492858
900.0301361083984,2.0522912791420824e-15,-146.87761000311383,-82.99679508748646,1.498030821912267e-06,0.2341863052633189
905.9906005859375,1.776552001805006e-15,-147.50422075668925,-83.62340584106187,1.5018346066002795e-06,0.23478094875734645
911.9510650634766,1.1711893913949705e-15,-149.31372870096726,-85.43291378533986,1.504756505057807e-06,0.2352377274791951
917.9115295410156,3.39927150131795e-16,-154.6861414673931,-90.80532655176572,1.5062521760141567e-06,0.23547154486801897
923.8719940185547,3.2990785806911543e-16,-154.81607339879298,-90.9352584831656,1.5069146895672225e-06,0.23557511523446933
929.8324584960938,4.0741667817201234e-16,-153.8996119651942,-90.01879704956684,1.5076436183617204e-06,0.23568906825778935
935.7929229736328,2.4521410087648594e-16,-156.10454559615417,-92.22373068052678,1.5082885238821365e-06,0.2357898859705233
941.7533874511719,2.3028873859705832e-15,-146.3772729905156,-82.49645807488821,1.510803827594209e-06,0.23618310196737005
947.7138519287109,1.9262779460405e-15,-147.15281047573646,-83.27199556010909,1.5149693397355797e-06,0.23683429410817783
953.67431640625,3.845401200427053e-15,-144.15058342457638,-80.269768508949,1.5206357369873282e-06,0.2377201187635392
959.6347808837891,5.1431410004928085e-15,-142.887715692242,-79.00690077661464,1.5294185129812298e-06,0.23909312513288863
965.5952453613281,4.141348123691084e-15,-143.8285826096263,-79.94776769399893,1.5384378185868008e-06,0.24050310804172703
971.5557098388672,1.1833589041998493e-15,-149.26883517017043,-85.38802025454305,1.5435866626803426e-06,0.24130802390661166
977.5161743164062,5.212997204277296e-16,-152.8291250798441,-88.94831016421671,1.545231394902993e-06,0.24156514395830614
983.4766387939453,1.5930407926134648e-15,-147.97773103181854,-84.09691611619117,1.547268977765195e-06,0.2418836781267539
989.4371032714844,1.3101254126013374e-15,-148.8268712923451,-84.9460563767177,1.5500623855425428e-06,0.2423203699737453
995.3975677490234,1.2687924784889523e-15,-148.9660940455392,-85.08527912991183,1.5525395883242417e-06,0.24270762967384513
1001.3580322265625,2.969701237513315e-15,-145.2728724005176,-81.39205748489022,1.556602347720913e-06,0.24334275853659157
1007.3184967041016,5.673818274469037e-15,-142.4612457824394,-78.58043086681201,1.5648548061837242e-06,0.2446328606683206
1013.2789611816406,5.81758248093441e-15,-142.3525745062641,-78.47175959063671,1.575759374852701e-06,0.24633756567820683
1019.2394256591797,1.1847412414075128e-15,-149.26376493282663,-85.38295001719925,1.5823672640508583e-06,0.24737057323337217
1025.1998901367188,5.653014056861139e-16,-152.47719934616012,-88.59638443053274,1.5840144228686456e-06,0.24762807263330244
1031.1603546142578,8.782699486194664e-16,-150.5637197705889,-86.68290485496155,1.585371839583684e-06,0.2478402768153177
1037.1208190917969,2.611702380287776e-16,-155.830763151317,-91.94994823568962,1.58644245597606e-06,0.2480076456662235
1043.081283569336,1.263873249020738e-15,-148.98296478277572,-85.10214986714836,1.5878742550620888e-06,0.248231478001935
1049.041748046875,2.348613558448657e-15,-146.29188436283238,-82.411069447205,1.5912607264476596e-06,0.2487608831450511
1055.002212524414,1.259981748565527e-15,-148.99635745798855,-85.11554254236118,1.5946363697110916e-06,0.24928859553399985
1060.9626770019531,2.367528395552654e-16,-156.25704803472365,-92.37623311909628,1.5960343881877259e-06,0.2495071469662827
1066.9231414794922,1.1713359526765999e-15,-149.3131852638931,-85.43237034826572,1.5973484904338902e-06,0.2497125798220464
1072.8836059570312,5.983914756294931e-16,-152.23014601830496,-88.34933110267758,1.5989985611710539e-06,0.24997053444067446
1078.8440704345703,1.3041972124483437e-15,-148.8465673237545,-84.96575240812714,1.6007706127901112e-06,0.25024755826110107
1084.8045349121094,4.737487415695796e-15,-143.2445193064944,-79.36370439086703,1.6063848163119887e-06,0.25112522350039596
1090.7649993896484,7.707773571989188e-15,-141.13071051914875,-77.24989560352138,1.6178881129710736e-06,0.25292352731600115
1096.7254638671875,3.481396788629354e-15,-144.58246475626467,-80.70164984063729,1.6281610093374984e-06,0.25452948335456577
1102.6859283447266,1.9931500598128574e-15,-147.0046000300781,-83.12378511445074,1.6331637068393613e-06,0.25531155220600354
1108.6463928222656,6.2686513047083285e-15,-142.02825887228005,-78.1474439566527,1.6406845461922715e-06,0.2564872807389377
1114.6068572998047,3.042389001469322e-15,-145.16785257610218,-81.28703766047481,1.649119414296943e-06,0.2578058988660967
1120.5673217773438,2.6666663188734675e-15,-145.74031324369474,-81.85949832806736,1.6542699759500252e-06,0.2586110832360862
1126.5277862548828,1.1843895701228272e-15,-149.26505425715402,-85.38423934152664,1.6577352606020622e-06,0.2591528092122649
1132.4882507324219,4.334378900239244e-16,-153.63073126451727,-89.74991634888991,1.6591888668252578e-06,0.2593800506453106
1138.448715209961,2.030618588833022e-15,-146.92371642484267,-83.04290150921531,1.6614003600436956e-06,0.259725772120707
1144.4091796875,4.216412700467724e-17,-163.7505688717789,-99.86975395615154,1.6632584075323429e-06,0.2600162396264521
1150.369644165039,5.896996905600342e-16,-152.2936910011452,-88.41287608551782,1.6638243991319046e-06,0.26010472077088026
1156.3301086425781,5.106036269353354e-15,-142.91916104626935,-79.03834613064197,1.6689176873284962e-06,0.2609009516140337
1162.2905731201172,9.88234432952595e-15,-140.0514001810418,-76.1705852654144,1.6822470395710686e-06,0.2629847216590696
1168.2510375976562,1.5884393178566824e-15,-147.99029371597538,-84.109478800348,1.6923772337677862e-06,0.2645683691487126
1174.2115020751953,2.7603221042227234e-15,-145.5904023680276,-81.70958745240023,1.6962019397360393e-06,0.26516628325456554
1180.1719665527344,5.708811462075877e-15,-142.43454299668417,-78.55372808105682,1.7036258407446839e-06,0.2663268574713469
1186.1324310302734,2.7524409536757353e-15,-145.60281988893126,-81.72200497330388,1.7110106669693267e-06,0.2674813231493982
1192.0928955078125,1.2194663175553918e-15,-149.13830190677717,-85.25748699114982,1.7144663043005385e-06,0.2680215409654065
1198.0533599853516,1.8113431347425528e-16,-157.41999270608483,-93.53917779045744,1.7156831944552533e-06,0.2682117767102759
1204.0138244628906,1.478693813320812e-15,-148.30121744158313,-84.42040252595577,1.7171241938282953e-06,0.2684370473216167
1209.9742889404297,6.1214192707363205e-15,-142.1314787360794,-78.25066382045202,1.72370693537558e-06,0.2694661235588427
1215.9347534179688,6.6243675670799955e-15,-141.78855577804438,-77.907740862417,1.7346904634269534e-06,0.2711831722440117
1221.8952178955078,1.790027492158212e-15,-147.47140298851997,-83.59058807289259,1.7419035149312099e-06,0.27231078447785045
1227.8556823730469,1.0489185342521523e-15,-149.79258240594473,-85.91176749031733,1.744330408438074e-06,0.2726901793576665
1233.816146850586,1.368775125835479e-15,-148.63667895642985,-84.75586404080248,1.746394532283871e-06,0.2730128626629646
1239.776611328125,3.028004205892406e-15,-145.1884352593729,-81.30762034374554,1.75014207591903e-06,0.27359871402522873
1245.737075805664,1.0945962950851632e-15,-149.60746026161348,-85.72664534598613,1.7536486514757602e-06,0.274146894985023
1251.6975402832031,4.27677567434633e-16,-153.6888352878189,-89.80802037219152,1.7549416863429024e-06,0.27434903438942204
1257.6580047607422,1.086254144411214e-15,-149.64068553566074,-85.75987062003335,1.7562266911076737e-06,0.2745499184524905
1263.6184692382812,1.2682335182034877e-15,-148.96800773008027,-85.08719281445289,1.7582232823498038e-06,0.2748620444243171
1269.5789337158203,2.432126962048642e-15,-146.1401375773897,-82.25932266176233,1.761356592003798e-06,0.27535187293811103
1275.5393981933594,3.2223454127233707e-15,-144.9182790811314,-81.03746416550402,1.7661338242216418e-06,0.27609869493010025
1281.4998626708984,3.7337557993547916e-15,-144.27854089831183,-80.39772598268445,1.771993081856738e-06,0.2770146693393567
1287.4603271484375,5.086880416153387e-15,-142.93548471768125,-79.05466980205388,1.779395129408883e-06,0.278171827217729
1293.4207916259766,4.363809011920239e-15,-143.6013426516074,-79.72052773598004,1.7872918832345766e-06,0.27940632224611056
1299.3812561035156,8.918848948269441e-16,-150.4969119132695,-86.61609699764213,1.791668346623948e-06,0.28009049227538196
1305.3417205810547,4.552368485140808e-15,-143.4176259182687,-79.53681100264133,1.796190581128072e-06,0.28079745062000616
1311.3021850585938,1.4970336792430317e-15,-148.2476842908589,-84.36686937523154,1.801202161637827e-06,0.2815809081470088
1317.2626495361328,6.450007579890856e-16,-151.904397749922,-88.02358283429461,1.802973373950701e-06,0.28185780075917777
1323.2231140136719,7.578996511862594e-16,-151.20388292812652,-87.32306801249916,1.8041324663678055e-06,0.2820390010166424
1329.183578491211,1.5261240567573016e-16,-158.16410161679124,-94.28328670116386,1.8048843435489239e-06,0.2821565415481737
1335.14404296875,1.5943529281988351e-15,-147.9741553626271,-84.09334044699973,1.8063260658020898e-06,0.28238192516695254
1341.104507446289,1.5176989146918155e-15,-148.18814376436126,-84.3073288487339,1.8088915095237084e-06,0.28278297952293696
1347.0649719238281,1.884762331390751e-16,-157.24743406558002,-93.36661914995267,1.8102964650596634e-06,0.28300261542175287
1353.0254364013672,4.524755562821762e-16,-153.44404877361555,-89.56323385798818,1.8108239772528537e-06,0.2830850811024969
1358.9859008789062,1.849939887203315e-15,-147.32842383532147,-83.44760891969409,1.8127176308861674e-06,0.28338111489656004
1364.9463653564453,2.2947904199099865e-15,-146.3925697184037,-82.51175480277632,1.8161215455491475e-06,0.2839132469372996
1370.9068298339844,8.428984680601085e-16,-150.74224735478293,-86.86143243915555,1.8186941770916246e-06,0.28431542496122536
1376.8672943115234,5.210787416369082e-16,-152.83096644311857,-88.95015152749122,1.8198113854573686e-06,0.28449007750879374
